observation_date,port_id,port_name,port_category,total_cargo_mt,total_cargo_tonnes,container_traffic_teu,overseas_loaded_cargo_tonnes,overseas_unloaded_cargo_tonnes,vessel_traffic_count,output_per_ship_berth_day_tonnes,turnaround_time_hours,berth_utilization_percent,source,source_url,license_status,retrieval_timestamp,dataset_version
2023-08-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.741,6741000,53809,2157120,4583880,186,22274.0,55.1,75.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-08-01T10:00:00Z,v1.0-india-mopsw
2023-08-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.896,3896000,49010,857120,3038880,103,28159.0,43.7,71.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-08-01T10:00:00Z,v1.0-india-mopsw
2023-08-01,india-chennai,Chennai Port,Major Port - East Coast,4.361,4361000,131166,1657180,2703820,152,19064.0,51.3,69.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-08-01T10:00:00Z,v1.0-india-mopsw
2023-08-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.479,3479000,68080,1043700,2435300,122,17459.0,47.5,72.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-08-01T10:00:00Z,v1.0-india-mopsw
2023-08-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.485,5485000,55906,1426100,4058900,270,12002.0,76.1,78.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-08-01T10:00:00Z,v1.0-india-mopsw
2023-09-01,india-paradip,Paradip Port,Major Port - East Coast,12.564,12564000,4339,3517920,9046080,197,32547.0,45.1,80.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-09-01T10:00:00Z,v1.0-india-mopsw
2023-09-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,7.133,7133000,53198,2282560,4850440,203,22358.0,54.6,74.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-09-01T10:00:00Z,v1.0-india-mopsw
2023-09-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,4.13,4130000,48513,908600,3221400,112,28257.0,43.2,70.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-09-01T10:00:00Z,v1.0-india-mopsw
2023-09-01,india-chennai,Chennai Port,Major Port - East Coast,4.612,4612000,129505,1752560,2859440,165,19140.0,50.8,68.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-09-01T10:00:00Z,v1.0-india-mopsw
2023-09-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.682,3682000,67264,1104600,2577400,133,17532.0,47.0,71.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-09-01T10:00:00Z,v1.0-india-mopsw
2023-09-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.802,5802000,55199,1508520,4293480,294,12062.0,75.6,77.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-09-01T10:00:00Z,v1.0-india-mopsw
2023-10-01,india-paradip,Paradip Port,Major Port - East Coast,12.118,12118000,4321,3393040,8724960,198,32680.0,44.5,80.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-10-01T10:00:00Z,v1.0-india-mopsw
2023-10-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.877,6877000,53014,2200640,4676360,203,22468.0,54.0,74.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-10-01T10:00:00Z,v1.0-india-mopsw
2023-10-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.988,3988000,48404,877360,3110640,112,28380.0,42.6,70.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-10-01T10:00:00Z,v1.0-india-mopsw
2023-10-01,india-chennai,Chennai Port,Major Port - East Coast,4.443,4443000,128885,1688340,2754660,166,19243.0,50.2,68.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-10-01T10:00:00Z,v1.0-india-mopsw
2023-10-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.55,3550000,66987,1065000,2485000,133,17630.0,46.4,71.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-10-01T10:00:00Z,v1.0-india-mopsw
2023-10-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.592,5592000,54934,1453920,4138080,294,12148.0,74.9,77.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-10-01T10:00:00Z,v1.0-india-mopsw
2023-11-01,india-paradip,Paradip Port,Major Port - East Coast,11.668,11668000,4347,3267040,8400960,198,32831.0,43.9,78.6,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-11-01T10:00:00Z,v1.0-india-mopsw
2023-11-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.62,6620000,53363,2118400,4501600,203,22594.0,53.4,72.6,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-11-01T10:00:00Z,v1.0-india-mopsw
2023-11-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.845,3845000,48781,845900,2999100,112,28521.0,42.0,68.6,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-11-01T10:00:00Z,v1.0-india-mopsw
2023-11-01,india-chennai,Chennai Port,Major Port - East Coast,4.274,4274000,129564,1624120,2649880,166,19362.0,49.6,66.6,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-11-01T10:00:00Z,v1.0-india-mopsw
2023-11-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.417,3417000,67385,1025100,2391900,134,17746.0,45.8,69.6,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-11-01T10:00:00Z,v1.0-india-mopsw
2023-11-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.381,5381000,55224,1399060,3981940,294,12250.0,74.2,75.6,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-11-01T10:00:00Z,v1.0-india-mopsw
2023-12-01,india-paradip,Paradip Port,Major Port - East Coast,11.346,11346000,4414,3176880,8169120,198,32986.0,43.2,77.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-12-01T10:00:00Z,v1.0-india-mopsw
2023-12-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.435,6435000,54224,2059200,4375800,204,22726.0,52.7,71.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-12-01T10:00:00Z,v1.0-india-mopsw
2023-12-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.744,3744000,49627,823680,2920320,112,28666.0,41.3,67.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-12-01T10:00:00Z,v1.0-india-mopsw
2023-12-01,india-chennai,Chennai Port,Major Port - East Coast,4.152,4152000,131483,1577760,2574240,166,19486.0,48.9,65.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-12-01T10:00:00Z,v1.0-india-mopsw
2023-12-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.321,3321000,68429,996300,2324700,134,17866.0,45.1,68.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-12-01T10:00:00Z,v1.0-india-mopsw
2023-12-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.229,5229000,56042,1359540,3869460,295,12358.0,73.5,74.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2023-12-01T10:00:00Z,v1.0-india-mopsw
2024-01-01,india-paradip,Paradip Port,Major Port - East Coast,11.25,11250000,4511,3150000,8100000,199,33135.0,42.6,75.9,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-01-01T10:00:00Z,v1.0-india-mopsw
2024-01-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.378,6378000,55448,2040960,4337040,204,22851.0,52.0,69.9,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-01-01T10:00:00Z,v1.0-india-mopsw
2024-01-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.717,3717000,50807,817740,2899260,112,28805.0,40.7,65.9,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-01-01T10:00:00Z,v1.0-india-mopsw
2024-01-01,india-chennai,Chennai Port,Major Port - East Coast,4.112,4112000,134278,1562560,2549440,166,19603.0,48.2,63.9,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-01-01T10:00:00Z,v1.0-india-mopsw
2024-01-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.292,3292000,69930,987600,2304400,134,17980.0,44.4,66.9,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-01-01T10:00:00Z,v1.0-india-mopsw
2024-01-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.181,5181000,57233,1347060,3833940,295,12459.0,72.8,72.9,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-01-01T10:00:00Z,v1.0-india-mopsw
2024-02-01,india-paradip,Paradip Port,Major Port - East Coast,11.415,11415000,4618,3196200,8218800,199,33264.0,42.0,75.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-02-01T10:00:00Z,v1.0-india-mopsw
2024-02-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.47,6470000,56797,2070400,4399600,204,22957.0,51.4,69.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-02-01T10:00:00Z,v1.0-india-mopsw
2024-02-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.776,3776000,52104,830720,2945280,113,28924.0,40.1,65.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-02-01T10:00:00Z,v1.0-india-mopsw
2024-02-01,india-chennai,Chennai Port,Major Port - East Coast,4.168,4168000,137367,1583840,2584160,167,19702.0,47.7,63.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-02-01T10:00:00Z,v1.0-india-mopsw
2024-02-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.339,3339000,71586,1001700,2337300,134,18074.0,43.9,66.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-02-01T10:00:00Z,v1.0-india-mopsw
2024-02-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.253,5253000,58550,1365780,3887220,296,12541.0,72.2,72.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-02-01T10:00:00Z,v1.0-india-mopsw
2024-03-01,india-paradip,Paradip Port,Major Port - East Coast,11.809,11809000,4713,3306520,8502480,199,33367.0,41.6,75.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-03-01T10:00:00Z,v1.0-india-mopsw
2024-03-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.691,6691000,57998,2141120,4549880,205,23036.0,51.0,69.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-03-01T10:00:00Z,v1.0-india-mopsw
2024-03-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,3.912,3912000,53268,860640,3051360,113,29017.0,39.7,65.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-03-01T10:00:00Z,v1.0-india-mopsw
2024-03-01,india-chennai,Chennai Port,Major Port - East Coast,4.307,4307000,140095,1636660,2670340,167,19773.0,47.2,63.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-03-01T10:00:00Z,v1.0-india-mopsw
2024-03-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.453,3453000,73055,1035900,2417100,134,18142.0,43.4,66.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-03-01T10:00:00Z,v1.0-india-mopsw
2024-03-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.431,5431000,59712,1412060,4018940,296,12596.0,71.7,72.1,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-03-01T10:00:00Z,v1.0-india-mopsw
2024-04-01,india-paradip,Paradip Port,Major Port - East Coast,12.338,12338000,4784,3454640,8883360,200,33438.0,41.3,75.7,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-04-01T10:00:00Z,v1.0-india-mopsw
2024-04-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.988,6988000,58905,2236160,4751840,205,23083.0,50.7,69.7,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-04-01T10:00:00Z,v1.0-india-mopsw
2024-04-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,4.092,4091999,54163,900240,3191759,113,29078.0,39.4,65.7,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-04-01T10:00:00Z,v1.0-india-mopsw
2024-04-01,india-chennai,Chennai Port,Major Port - East Coast,4.496,4496000,142105,1708480,2787520,167,19813.0,46.9,63.7,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-04-01T10:00:00Z,v1.0-india-mopsw
2024-04-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.607,3607000,74152,1082100,2524900,135,18178.0,43.2,66.7,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-04-01T10:00:00Z,v1.0-india-mopsw
2024-04-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.67,5670000,60569,1474200,4195800,297,12619.0,71.4,72.7,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-04-01T10:00:00Z,v1.0-india-mopsw
2024-05-01,india-paradip,Paradip Port,Major Port - East Coast,12.87,12870000,4778,3603600,9266400,200,33479.0,41.2,77.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-05-01T10:00:00Z,v1.0-india-mopsw
2024-05-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,7.287,7287000,58876,2331840,4955160,205,23100.0,50.6,71.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-05-01T10:00:00Z,v1.0-india-mopsw
2024-05-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,4.274,4274000,54198,940280,3333720,113,29109.0,39.3,67.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-05-01T10:00:00Z,v1.0-india-mopsw
2024-05-01,india-chennai,Chennai Port,Major Port - East Coast,4.685,4685000,141857,1780300,2904700,167,19823.0,46.8,65.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-05-01T10:00:00Z,v1.0-india-mopsw
2024-05-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.761,3761000,74070,1128300,2632700,135,18184.0,43.1,68.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-05-01T10:00:00Z,v1.0-india-mopsw
2024-05-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.911,5911000,60463,1536860,4374140,297,12612.0,71.2,74.0,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-05-01T10:00:00Z,v1.0-india-mopsw
2024-06-01,india-paradip,Paradip Port,Major Port - East Coast,12.23,12230000,4733,3424400,8805600,184,33495.0,41.2,78.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-06-01T10:00:00Z,v1.0-india-mopsw
2024-06-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,6.922,6922000,58354,2215040,4706960,189,23092.0,50.6,72.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-06-01T10:00:00Z,v1.0-india-mopsw
2024-06-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,4.067,4067000,53777,894740,3172260,104,29115.0,39.4,68.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-06-01T10:00:00Z,v1.0-india-mopsw
2024-06-01,india-chennai,Chennai Port,Major Port - East Coast,4.447,4447000,140423,1689860,2757140,154,19807.0,46.9,66.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-06-01T10:00:00Z,v1.0-india-mopsw
2024-06-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.573,3573000,73368,1071900,2501100,124,18165.0,43.1,69.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-06-01T10:00:00Z,v1.0-india-mopsw
2024-06-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.613,5613000,59852,1459380,4153620,274,12580.0,71.2,75.4,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-06-01T10:00:00Z,v1.0-india-mopsw
2024-07-01,india-paradip,Paradip Port,Major Port - East Coast,12.39,12390000,4663,3469200,8920800,185,33495.0,41.5,79.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-07-01T10:00:00Z,v1.0-india-mopsw
2024-07-01,india-visakhapatnam,Visakhapatnam Port,Major Port - East Coast,7.01,7010000,57522,2243200,4766800,190,23069.0,50.8,73.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-07-01T10:00:00Z,v1.0-india-mopsw
2024-07-01,india-kamarajar,Kamarajar Port (Ennore),Major Port - East Coast,4.125,4125000,53069,907500,3217500,105,29105.0,39.6,69.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-07-01T10:00:00Z,v1.0-india-mopsw
2024-07-01,india-chennai,Chennai Port,Major Port - East Coast,4.501,4501000,138250,1710380,2790620,155,19777.0,47.1,67.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-07-01T10:00:00Z,v1.0-india-mopsw
2024-07-01,india-vocpt,V.O. Chidambaranar Port (Tuticorin),Major Port - East Coast,3.618,3618000,72278,1085400,2532600,125,18130.0,43.4,70.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-07-01T10:00:00Z,v1.0-india-mopsw
2024-07-01,india-kolkata-haldia,Syama Prasad Mookerjee Port (Kolkata/Haldia),Major Port - East Coast,5.682,5682000,58926,1477320,4204680,275,12533.0,71.4,76.8,"Indian Ports Association (IPA) / Ministry of Ports, Shipping and Waterways",https://ipa.nic.in/,Government of India Open Data License (NDSAP),2024-07-01T10:00:00Z,v1.0-india-mopsw
